Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
01396_00001.ppm;309;248;26;21;282;227;41
01401_00000.ppm;271;179;23;15;248;164;41
01401_00001.ppm;104;104;9;9;95;94;41
01401_00002.ppm;87;88;7;7;79;80;41
01405_00000.ppm;284;123;24;10;259;113;41
01422_00000.ppm;100;104;8;9;92;94;41
01422_00001.ppm;194;121;16;10;177;110;41
01422_00002.ppm;92;88;8;7;83;81;41
01427_00000.ppm;82;79;7;7;74;72;41
01427_00001.ppm;108;103;9;9;98;94;41
01427_00002.ppm;193;94;16;8;176;86;41
01434_00000.ppm;95;87;8;7;86;79;41
01434_00001.ppm;112;107;9;9;103;97;41
01436_00000.ppm;199;212;17;18;181;193;41
01436_00001.ppm;240;241;20;20;219;220;41
01436_00002.ppm;254;195;21;16;233;179;41
01449_00000.ppm;151;148;13;12;137;135;41
01449_00001.ppm;151;143;13;12;137;130;41
01491_00000.ppm;123;92;10;8;112;83;41
01491_00001.ppm;217;134;18;11;198;123;41
01491_00002.ppm;155;108;13;9;142;98;41
01545_00000.ppm;131;94;11;8;120;85;41
01545_00001.ppm;229;141;19;12;210;128;41
01545_00002.ppm;170;110;14;9;155;100;41
01599_00000.ppm;216;135;18;11;197;124;41
01599_00001.ppm;110;105;9;9;100;96;41
01599_00002.ppm;76;73;6;6;69;67;41
01602_00000.ppm;103;73;9;6;93;66;41
01602_00001.ppm;67;64;6;5;60;58;41
01602_00002.ppm;79;81;7;7;72;74;41
01610_00000.ppm;94;93;8;8;85;84;41
01610_00001.ppm;110;109;9;9;101;99;41
01610_00002.ppm;206;121;17;10;188;111;41
01672_00000.ppm;69;68;6;6;62;61;41
01672_00001.ppm;85;81;7;7;78;74;41
01672_00002.ppm;117;110;10;9;106;101;41
01778_00000.ppm;416;239;35;20;381;218;41
01778_00001.ppm;220;160;18;13;202;147;41
01778_00002.ppm;139;83;12;7;127;75;41
01781_00000.ppm;154;141;13;12;140;128;41
01781_00001.ppm;115;104;10;9;104;95;41
01781_00002.ppm;92;84;8;7;83;77;41
01787_00000.ppm;91;85;8;7;82;77;41
01787_00001.ppm;110;107;9;9;101;97;41
01787_00002.ppm;155;153;13;13;142;139;41
